time,FLOW,SALT,TEMP
1990-03-28T00:00:00Z,277803.73485,0,0.374576
1990-03-29T00:00:00Z,724506.9192,0,-0.110128
1990-03-30T00:00:00Z,1091012.28465,0,-0.608867
1990-03-31T00:00:00Z,442702.5726000001,0,-0.091712
1990-04-01T00:00:00Z,829276.4818499999,0,-0.259867
1990-04-02T00:00:00Z,854291.7048,0,-0.270864
1990-04-03T00:00:00Z,487218.4695,0,-0.050137
1990-04-04T00:00:00Z,698180.4063,0,-0.163752
1990-04-05T00:00:00Z,482646.83235,0,-0.201508
1990-04-06T00:00:00Z,0,0,0.665648
1990-04-07T00:00:00Z,1118636.55135,0,5.667049
1990-04-08T00:00:00Z,1364932.4109,0,5.371107
1990-04-09T00:00:00Z,1828856.0294999997,0,5.02337
1990-04-10T00:00:00Z,3748284.7065,0,4.833783
1990-04-11T00:00:00Z,149317.614315,0,4.790307
1990-04-12T00:00:00Z,124657.968165,0,4.74128
1990-04-13T00:00:00Z,319825.21920000005,0,4.776363
1990-04-14T00:00:00Z,600319.26135,0,4.986809
1990-04-15T00:00:00Z,206150.78715000002,0,5.153045
1990-04-16T00:00:00Z,313703.0475,0,5.219165
1990-04-17T00:00:00Z,70852.74286500001,0,5.195814
1990-04-18T00:00:00Z,165899.87205,0,5.286048
1990-04-19T00:00:00Z,217864.79820000002,0,5.250859
1990-04-20T00:00:00Z,740261.0001000001,0,5.763159
1990-04-21T00:00:00Z,237333.4356,0,6.333222
1990-04-22T00:00:00Z,205294.71270000003,0,6.386244
1990-04-23T00:00:00Z,198172.61925,0,6.570904
1990-04-24T00:00:00Z,190832.89244999998,0,6.969728
1990-04-25T00:00:00Z,319527.83175,0,7.519556
1990-04-26T00:00:00Z,240663.2592,0,8.009874
1990-04-27T00:00:00Z,592538.62665,0,8.492443
1990-04-28T00:00:00Z,629838.88185,0,8.861539
1990-04-29T00:00:00Z,234614.34675000003,0,9.132009
1990-04-30T00:00:00Z,149335.494225,0,9.112785
1990-05-01T00:00:00Z,66795.27483,0,8.93147
1990-05-02T00:00:00Z,121266.34885499999,0,9.089385
1990-05-03T00:00:00Z,175587.8976,0,8.998144
1990-05-04T00:00:00Z,953494.0253999999,0,8.76475
1990-05-05T00:00:00Z,161405.6556,0,8.799917
1990-05-06T00:00:00Z,207944.54459999996,0,9.192829
1990-05-07T00:00:00Z,155341.12965000002,0,9.291832
1990-05-08T00:00:00Z,176153.4393,0,9.700808
1990-05-09T00:00:00Z,2072858.9309999999,0,10.030556
1990-05-10T00:00:00Z,1425462.4203,0,9.754778
1990-05-11T00:00:00Z,548672.5451999999,0,10.139266
1990-05-12T00:00:00Z,369705.22424999997,0,9.893319
1990-05-13T00:00:00Z,276617.51295,0,10.37991
1990-05-14T00:00:00Z,300285.75405,0,10.296601
1990-05-15T00:00:00Z,369065.2335,0,10.574557
1990-05-16T00:00:00Z,1480761.2711999998,0,10.98281
1990-05-17T00:00:00Z,248932.01865,0,10.746947
1990-05-18T00:00:00Z,256441.54919999998,0,10.901122
1990-05-19T00:00:00Z,1403951.9637,0,10.844369
1990-05-20T00:00:00Z,577418.44665,0,10.979537
1990-05-21T00:00:00Z,380139.61965,0,11.154383
1990-05-22T00:00:00Z,280034.9775,0,11.663795
1990-05-23T00:00:00Z,421160.44484999997,0,11.656996
1990-05-24T00:00:00Z,245053.69095,0,12.088765
1990-05-25T00:00:00Z,378683.38485,0,11.663105
1990-05-26T00:00:00Z,228009.19155000002,0,11.98775
1990-05-27T00:00:00Z,203873.37975000002,0,12.585932
1990-05-28T00:00:00Z,190020.89145,0,13.052694
1990-05-29T00:00:00Z,149746.256625,0,13.091311
1990-05-30T00:00:00Z,112798.24144499999,0,13.019353
1990-05-31T00:00:00Z,121209.281685,0,13.291108
1990-06-01T00:00:00Z,679976.2249500001,0,13.54086
1990-06-02T00:00:00Z,368269.9914,0,13.908046
1990-06-03T00:00:00Z,157661.1297,0,13.463998
1990-06-04T00:00:00Z,170802.5697,0,13.686591
1990-06-05T00:00:00Z,253323.92894999997,0,13.366572
1990-06-06T00:00:00Z,177469.002,0,13.712848
1990-06-07T00:00:00Z,170588.22015,0,14.05832
1990-06-08T00:00:00Z,294725.4816,0,14.631412
1990-06-09T00:00:00Z,148534.09173,0,14.725704
1990-06-10T00:00:00Z,153690.49725000001,0,15.321311
1990-06-11T00:00:00Z,143034.541215,0,15.453119
1990-06-12T00:00:00Z,197435.98215,0,15.519285
1990-06-13T00:00:00Z,422566.85685,0,16.319194
1990-06-14T00:00:00Z,271758.95204999996,0,17.199966
1990-06-15T00:00:00Z,166836.21795000002,0,17.652187
1990-06-16T00:00:00Z,731546.8096500001,0,17.379931
1990-06-17T00:00:00Z,690133.3689,0,18.132646
1990-06-18T00:00:00Z,147738.79443,0,18.529101
1990-06-19T00:00:00Z,125863.06844999999,0,18.570399
1990-06-20T00:00:00Z,248107.38194999998,0,18.952723
1990-06-21T00:00:00Z,547395.2149499999,0,18.721069
1990-06-22T00:00:00Z,1307866.68435,0,18.804977
1990-06-23T00:00:00Z,543095.9484,0,18.677649
1990-06-24T00:00:00Z,383825.4201,0,19.121977
1990-06-25T00:00:00Z,283352.9814,0,19.547454
1990-06-26T00:00:00Z,721830.05325,0,20.125049
1990-06-27T00:00:00Z,288877.58385,0,20.855759
1990-06-28T00:00:00Z,1411625.22285,0,20.720694
1990-06-29T00:00:00Z,3702438.1514999997,0,21.751008
1990-06-30T00:00:00Z,1651340.736,0,22.078282
1990-07-01T00:00:00Z,558647.6871,0,22.210067
1990-07-02T00:00:00Z,333538.88910000003,0,22.273505
1990-07-03T00:00:00Z,250613.6967,0,22.526843
1990-07-04T00:00:00Z,278271.03495,0,23.424638
1990-07-05T00:00:00Z,162906.09404999999,0,23.395291
1990-07-06T00:00:00Z,97850.98998,0,23.318995
1990-07-07T00:00:00Z,245509.12350000002,0,22.990142
1990-07-08T00:00:00Z,173234.26260000002,0,23.406175
1990-07-09T00:00:00Z,173052.64275,0,23.543252
1990-07-10T00:00:00Z,168077.36310000002,0,23.624657
1990-07-11T00:00:00Z,110532.4971,0,23.486524
1990-07-12T00:00:00Z,0,0,22.932547
1990-07-13T00:00:00Z,0,0,22.502833
1990-07-14T00:00:00Z,442065.93915,0,21.913502
1990-07-15T00:00:00Z,336183.80175,0,21.944793
1990-07-16T00:00:00Z,174304.28805,0,22.225004
1990-07-17T00:00:00Z,374971.47885,0,22.516413
1990-07-18T00:00:00Z,509978.65260000003,0,22.836717
1990-07-19T00:00:00Z,516865.14269999997,0,23.007801
1990-07-20T00:00:00Z,529519.5762,0,23.076239
1990-07-21T00:00:00Z,125471.08696500001,0,23.247012
1990-07-22T00:00:00Z,86676.85704,0,23.157768
1990-07-23T00:00:00Z,91613.48298,0,23.06902
1990-07-24T00:00:00Z,54583.204710000005,0,23.195571
1990-07-25T00:00:00Z,62965.47801,0,23.258062
1990-07-26T00:00:00Z,118361.37633,0,23.230382
1990-07-27T00:00:00Z,113161.760025,0,23.027127
1990-07-28T00:00:00Z,291446.7996,0,23.248566
1990-07-29T00:00:00Z,688838.5788,0,23.41806
1990-07-30T00:00:00Z,60679.125405,0,23.305087
1990-07-31T00:00:00Z,43510.847415,0,23.465157
1990-08-01T00:00:00Z,2172.013356,0,23.407715
1990-08-02T00:00:00Z,0,0,23.327358
1990-08-03T00:00:00Z,115191.398445,0,23.315317
1990-08-04T00:00:00Z,269092.8513,0,23.487193
1990-08-05T00:00:00Z,21917.235705,0,23.263586
1990-08-06T00:00:00Z,0,0,22.994197
1990-08-07T00:00:00Z,0,0,23.001942
1990-08-08T00:00:00Z,0,0,23.003603
1990-08-09T00:00:00Z,0,0,22.917863
1990-08-10T00:00:00Z,124561.11799500001,0,22.987286
1990-08-11T00:00:00Z,460477.81455,0,23.008745
1990-08-12T00:00:00Z,484133.142,0,23.076833
1990-08-13T00:00:00Z,176896.8687,0,23.016853
1990-08-14T00:00:00Z,0,0,22.797398
1990-08-15T00:00:00Z,3981.5110724999995,0,22.95358
1990-08-16T00:00:00Z,41444.982149999996,0,23.055763
1990-08-17T00:00:00Z,642315.5572500001,0,22.992364
1990-08-18T00:00:00Z,1749703.4070000001,0,23.354376
1990-08-19T00:00:00Z,2177782.602,0,23.238681
1990-08-20T00:00:00Z,1888641.0345,0,22.957082
1990-08-21T00:00:00Z,550809.05925,0,22.626661
1990-08-22T00:00:00Z,226265.52705000003,0,22.713491
1990-08-23T00:00:00Z,158102.3553,0,22.527661
1990-08-24T00:00:00Z,349508.0334,0,22.655245
1990-08-25T00:00:00Z,716674.8774,0,22.848607
1990-08-26T00:00:00Z,243699.09915,0,23.085128
1990-08-27T00:00:00Z,182017.2612,0,23.529696
1990-08-28T00:00:00Z,140967.637965,0,23.772976
1990-08-29T00:00:00Z,56984.78664,0,23.628033
1990-08-30T00:00:00Z,66307.87599,0,23.59285
1990-08-31T00:00:00Z,0,0,23.288688
1990-09-01T00:00:00Z,24833.930054999997,0,23.516271
1990-09-02T00:00:00Z,20600.221709999998,0,23.308487
1990-09-03T00:00:00Z,0,0,23.017642
1990-09-04T00:00:00Z,43910.66103,0,23.259629
1990-09-05T00:00:00Z,113609.784585,0,23.561709
1990-09-06T00:00:00Z,112351.61512499998,0,23.760198
1990-09-07T00:00:00Z,69701.798115,0,23.762223
1990-09-08T00:00:00Z,1422.190938,0,23.562631
1990-09-09T00:00:00Z,56655.31536,0,23.481293
