Date,Mean_Daily_Discharge_cfs,Mean_Daily_Discharge_cms
2015-02-25 ,107,3.029902585
2015-02-26 ,106,3.001585739
2015-02-27 ,104,2.944952046
2015-02-28 ,103,2.916635199
2015-03-01 ,103,2.916635199
2015-03-02 ,100,2.831684659
2015-03-03 ,98.9,2.800536128
2015-03-04 ,99.8,2.82602129
2015-03-05 ,99.5,2.817526236
2015-03-06 ,101,2.860001506
2015-03-07 ,98.8,2.797704443
2015-03-08 ,102,2.888318352
2015-03-09 ,104,2.944952046
2015-03-10 ,105,2.973268892
2015-03-11 ,90,2.548516193
2015-03-12 ,80,2.265347727
2015-03-13 ,82.7,2.341803213
2015-03-14 ,68.4,1.936872307
2015-03-15 ,65.5,1.854753452
2015-03-16 ,62.8,1.778297966
2015-03-17 ,48.8,1.381862114
2015-03-18 ,36.7,1.03922827
2015-03-19 ,32.2,0.91180246
2015-03-20 ,34.8,0.985426261
2015-03-21 ,36.3,1.027901531
2015-03-22 ,32.8,0.928792568
2015-03-23 ,33.3,0.942950992
2015-03-24 ,31.7,0.897644037
2015-03-25 ,42.5,1.20346598
2015-03-26 ,35.4,1.002416369
2015-03-27 ,33.7,0.95427773
2015-03-28 ,32.7,0.925960884
2015-03-29 ,29.8,0.843842028
2015-03-30 ,33.7,0.95427773
2015-03-31 ,33,0.934455938
2015-04-01 ,25.7,0.727742957
2015-04-02 ,26.4,0.74756475
2015-04-03 ,29.4,0.83251529
2015-04-04 ,27.9,0.79004002
2015-04-05 ,24.6,0.696594426
2015-04-06 ,32.6,0.923129199
2015-04-07 ,38.5,1.090198594
2015-04-08 ,39.2,1.110020386
2015-04-09 ,57.6,1.631050364
2015-04-10 ,39,1.104357017
2015-04-11 ,36.1,1.022238162
2015-04-12 ,31.5,0.891980668
2015-04-13 ,35,0.991089631
2015-04-14 ,33.9,0.959941099
2015-04-15 ,33.7,0.95427773
2015-04-16 ,30.1,0.852337082
2015-04-17 ,30.4,0.860832136
2015-04-18 ,28.7,0.812693497
2015-04-19 ,27.7,0.784376651
2015-04-20 ,38.2,1.08170354
2015-04-21 ,38.6,1.093030278
2015-04-22 ,32,0.906139091
2015-04-23 ,26.6,0.753228119
2015-04-24 ,27.4,0.775881597
2015-04-25 ,27.7,0.784376651
2015-04-26 ,26.4,0.74756475
2015-04-27 ,37.3,1.056218378
2015-04-28 ,84.8,2.401268591
2015-04-29 ,136,3.851091137
2015-04-30 ,149,4.219210142
2015-05-01 ,150,4.247526989
2015-05-02 ,154,4.360794375
2015-05-03 ,151,4.275843835
2015-05-04 ,137,3.879407983
2015-05-05 ,126,3.567922671
2015-05-06 ,122,3.454655284
2015-05-07 ,122,3.454655284
2015-05-08 ,122,3.454655284
2015-05-09 ,121,3.426338438
2015-05-10 ,117,3.313071051
2015-05-11 ,119,3.369704744
2015-05-12 ,120,3.398021591
2015-05-13 ,118,3.341387898
2015-05-14 ,114,3.228120511
2015-05-15 ,96.7,2.738239065
2015-05-16 ,98.8,2.797704443
2015-05-17 ,111,3.143169972
2015-05-18 ,99.5,2.817526236
2015-05-19 ,95.5,2.70425885
2015-05-20 ,94.5,2.675942003
2015-05-21 ,97.4,2.758060858
2015-05-22 ,97.1,2.749565804
2015-05-23 ,101,2.860001506
2015-05-24 ,103,2.916635199
2015-05-25 ,119,3.369704744
2015-05-26 ,102,2.888318352
2015-05-27 ,92.1,2.607981571
2015-05-28 ,90.6,2.565506301
2015-05-29 ,68.3,1.934040622
2015-05-30 ,93.3,2.641961787
2015-05-31 ,145,4.105942756
2015-06-01 ,164,4.643962841
2015-06-02 ,185,5.23861662
2015-06-03 ,175,4.955448154
2015-06-04 ,174,4.927131307
2015-06-05 ,181,5.125349233
2015-06-06 ,179,5.06871554
2015-06-07 ,145,4.105942756
2015-06-08 ,122,3.454655284
2015-06-09 ,121,3.426338438
2015-06-10 ,118,3.341387898
2015-06-11 ,128,3.624556364
2015-06-12 ,132,3.73782375
2015-06-13 ,123,3.482972131
2015-06-14 ,124,3.511288977
2015-06-15 ,116,3.284754205
2015-06-16 ,111,3.143169972
2015-06-17 ,111,3.143169972
2015-06-18 ,112,3.171486818
2015-06-19 ,115,3.256437358
2015-06-20 ,108,3.058219432
2015-06-21 ,109,3.086536279
2015-06-22 ,108,3.058219432
2015-06-23 ,102,2.888318352
2015-06-24 ,103,2.916635199
2015-06-25 ,105,2.973268892
2015-06-26 ,107,3.029902585
2015-06-27 ,110,3.114853125
2015-06-28 ,103,2.916635199
2015-06-29 ,90,2.548516193
2015-06-30 ,90.4,2.559842932
2015-07-01 ,91.1,2.579664725
2015-07-02 ,95.9,2.715585588
2015-07-03 ,85.8,2.429585438
2015-07-04 ,77.5,2.194555611
2015-07-05 ,79.5,2.251189304
2015-07-06 ,90.1,2.551347878
2015-07-07 ,69.1,1.9566941
2015-07-08 ,67,1.897228722
2015-07-09 ,66.3,1.877406929
2015-07-10 ,69.5,1.968020838
2015-07-11 ,71.2,2.016159477
2015-07-12 ,72.3,2.047308009
2015-07-13 ,68.6,1.942535676
2015-07-14 ,61.8,1.749981119
2015-07-15 ,62.9,1.781129651
2015-07-16 ,72,2.038812955
2015-07-17 ,75.6,2.140753602
2015-07-18 ,73.8,2.089783278
2015-07-19 ,66.5,1.883070298
2015-07-20 ,63.7,1.803783128
2015-07-21 ,61.1,1.730159327
2015-07-22 ,60.8,1.721664273
2015-07-23 ,62.3,1.764139543
2015-07-24 ,65.6,1.857585136
2015-07-25 ,66.3,1.877406929
2015-07-26 ,63.3,1.792456389
2015-07-27 ,58.6,1.65936721
2015-07-28 ,57,1.614060256
2015-07-29 ,62.1,1.758476173
2015-07-30 ,60.5,1.713169219
2015-07-31 ,60.2,1.704674165
2015-08-01 ,62.8,1.778297966
2015-08-02 ,56.8,1.608396886
2015-08-03 ,55.3,1.565921617
2015-08-04 ,55.1,1.560258247
2015-08-05 ,54,1.529109716
2015-08-06 ,56.8,1.608396886
2015-08-07 ,59.9,1.696179111
2015-08-08 ,61.5,1.741486065
2015-08-09 ,58.3,1.650872156
2015-08-10 ,60.1,1.70184248
2015-08-11 ,56.3,1.594238463
2015-08-12 ,53.6,1.517782977
2015-08-13 ,57.9,1.639545418
2015-08-14 ,60.3,1.707505849
2015-08-15 ,63.1,1.78679302
2015-08-16 ,63.1,1.78679302
2015-08-17 ,58.1,1.645208787
2015-08-18 ,61,1.727327642
2015-08-19 ,53.5,1.514951293
2015-08-20 ,48.4,1.370535375
2015-08-21 ,51.5,1.458317599
2015-08-22 ,52.6,1.489466131
2015-08-23 ,47.8,1.353545267
2015-08-24 ,39.8,1.127010494
2015-08-25 ,38.3,1.084535224
2015-08-26 ,37.4,1.059050063
2015-08-27 ,40.4,1.144000602
2015-08-28 ,42.2,1.194970926
2015-08-29 ,56,1.585743409
2015-08-30 ,47.9,1.356376952
2015-08-31 ,40.2,1.138337233
2015-09-01 ,42.8,1.211961034
2015-09-02 ,43.2,1.223287773
2015-09-03 ,44.9,1.271426412
2015-09-04 ,44.7,1.265763043
2015-09-05 ,51.5,1.458317599
2015-09-06 ,51.1,1.446990861
2015-09-07 ,58.2,1.648040472
2015-09-08 ,52.8,1.4951295
2015-09-09 ,46.3,1.311069997
2015-09-10 ,51.5,1.458317599
2015-09-11 ,47.9,1.356376952
2015-09-12 ,47.6,1.347881898
2015-09-13 ,48.8,1.381862114
2015-09-14 ,44.3,1.254436304
2015-09-15 ,49.8,1.41017896
2015-09-16 ,47.5,1.345050213
2015-09-17 ,66.7,1.888733668
2015-09-18 ,70.2,1.987842631
2015-09-19 ,68.8,1.948199046
2015-09-20 ,77.2,2.186060557
2015-09-21 ,107,3.029902585
2015-09-22 ,111,3.143169972
2015-09-23 ,110,3.114853125
2015-09-24 ,110,3.114853125
2015-09-25 ,113,3.199803665
2015-09-26 ,116,3.284754205
2015-09-27 ,86.6,2.452238915
2015-09-28 ,134,3.794457443
2015-09-29 ,220,6.22970625
2015-09-30 ,198,5.606735625
2015-10-01 ,199,5.635052472
2015-10-02 ,201,5.691686165
2015-10-03 ,204,5.776636705
2015-10-04 ,204,5.776636705
2015-10-05 ,207,5.861587245
2015-10-06 ,210,5.946537784
2015-10-07 ,211,5.974854631
2015-10-08 ,216,6.116438864
2015-10-09 ,220,6.22970625
2015-10-10 ,219,6.201389404
2015-10-11 ,210,5.946537784
2015-10-12 ,224,6.342973637
2015-10-13 ,235,6.654458949
2015-10-14 ,233,6.597825256
2015-10-15 ,238,6.739409489
2015-10-16 ,237,6.711092642
2015-10-17 ,237,6.711092642
2015-10-18 ,240,6.796043182
2015-10-19 ,244,6.909310568
2015-10-20 ,185,5.23861662
2015-10-21 ,151,4.275843835
2015-10-22 ,149,4.219210142
2015-10-23 ,152,4.304160682
2015-10-24 ,141,3.992675369
2015-10-25 ,128,3.624556364
2015-10-26 ,126,3.567922671
2015-10-27 ,134,3.794457443
2015-10-28 ,140,3.964358523
2015-10-29 ,131,3.709506904
2015-10-30 ,125,3.539605824
2015-10-31 ,120,3.398021591
2015-11-01 ,116,3.284754205
2015-11-02 ,113,3.199803665
2015-11-03 ,140,3.964358523
2015-11-04 ,165,4.672279688
2015-11-05 ,200,5.663369318
2015-11-06 ,189,5.351884006
2015-11-07 ,186,5.266933466
2015-11-08 ,194,5.493468239
2015-11-09 ,193,5.465151392
2015-11-10 ,194,5.493468239
2015-11-11 ,204,5.776636705
2015-11-12 ,205,5.804953551
2015-11-13 ,200,5.663369318
2015-11-14 ,201,5.691686165
2015-11-15 ,199,5.635052472
2015-11-16 ,227,6.427924176
2015-11-17 ,265,7.503964347
2015-11-18 ,253,7.164162188
2015-11-19 ,246,6.965944262
2015-11-20 ,241,6.824360029
2015-11-21 ,238,6.739409489
2015-11-22 ,249,7.050894801
2015-11-23 ,245,6.937627415
2015-11-24 ,256,7.249112728
2015-11-25 ,258,7.305746421
2015-11-26 ,275,7.787132813
2015-11-27 ,268,7.588914887
2015-11-28 ,263,7.447330654
2015-11-29 ,262,7.419013807
2015-11-30 ,273,7.73049912
2015-12-01 ,271,7.673865426
2015-12-02 ,272,7.702182273
2015-12-03 ,271,7.673865426
2015-12-04 ,272,7.702182273
2015-12-05 ,276,7.815449659
2015-12-06 ,269,7.617231733
2015-12-07 ,273,7.73049912
2015-12-08 ,274,7.758815966
2015-12-09 ,265,7.503964347
2015-12-10 ,268,7.588914887
2015-12-11 ,265,7.503964347
2015-12-12 ,262,7.419013807
2015-12-13 ,295,8.353469745
2015-12-14 ,293,8.296836051
2015-12-15 ,276,7.815449659
2015-12-16 ,281,7.957033892
2015-12-17 ,280,7.928717046
2015-12-18 ,277,7.843766506
2015-12-19 ,266,7.532281193
2015-12-20 ,270,7.64554858
2015-12-21 ,272,7.702182273
2015-12-22 ,271,7.673865426
2015-12-23 ,284,8.041984432
2015-12-24 ,279,7.900400199
2015-12-25 ,276,7.815449659
2015-12-26 ,279,7.900400199
2015-12-27 ,277,7.843766506
2015-12-28 ,270,7.64554858
2015-12-29 ,275,7.787132813
2015-12-30 ,280,7.928717046
2015-12-31 ,273,7.73049912
2016-01-01 ,264,7.4756475
2016-01-02 ,271,7.673865426
2016-01-03 ,266,7.532281193
2016-01-04 ,265,7.503964347
2016-01-05 ,268,7.588914887
2016-01-06 ,266,7.532281193
2016-01-07 ,264,7.4756475
2016-01-08 ,275,7.787132813
2016-01-09 ,270,7.64554858
2016-01-10 ,255,7.220795881
2016-01-11 ,240,6.796043182
2016-01-12 ,224,6.342973637
2016-01-13 ,236,6.682775796
2016-01-14 ,233,6.597825256
2016-01-15 ,254,7.192479034
2016-01-16 ,253,7.164162188
2016-01-17 ,255,7.220795881
2016-01-18 ,254,7.192479034
2016-01-19 ,255,7.220795881
2016-01-20 ,252,7.135845341
2016-01-21 ,243,6.880993722
2016-01-22 ,230,6.512874716
2016-01-23 ,222,6.286339943
2016-01-24 ,215,6.088122017
2016-01-25 ,212,6.003171478
2016-01-26 ,208,5.889904091
2016-01-27 ,204,5.776636705
2016-01-28 ,190,5.380200852
2016-01-29 ,187,5.295250313
2016-01-30 ,188,5.323567159
2016-01-31 ,186,5.266933466
2016-02-01 ,175,4.955448154
2016-02-02 ,155,4.389111222
2016-02-03 ,158,4.474061762
2016-02-04 ,156,4.417428068
2016-02-05 ,149,4.219210142
2016-02-06 ,150,4.247526989
2016-02-07 ,151,4.275843835
2016-02-08 ,146,4.134259602
2016-02-09 ,149,4.219210142
2016-02-10 ,147,4.162576449
2016-02-11 ,146,4.134259602
2016-02-12 ,145,4.105942756
2016-02-13 ,142,4.020992216
2016-02-14 ,145,4.105942756
2016-02-15 ,142,4.020992216
2016-02-16 ,140,3.964358523
2016-02-17 ,138,3.90772483
2016-02-18 ,143,4.049309063
2016-02-19 ,152,4.304160682
2016-02-20 ,142,4.020992216
2016-02-21 ,136,3.851091137
2016-02-22 ,137,3.879407983
2016-02-23 ,139,3.936041676
2016-02-24 ,132,3.73782375
2016-02-25 ,136,3.851091137
2016-02-26 ,133,3.766140597
2016-02-27 ,136,3.851091137
2016-02-28 ,140,3.964358523
2016-02-29 ,133,3.766140597
2016-03-01 ,143,4.049309063
2016-03-02 ,144,4.077625909
2016-03-03 ,145,4.105942756
2016-03-04 ,150,4.247526989
2016-03-05 ,147,4.162576449
2016-03-06 ,153,4.332477529
2016-03-07 ,153,4.332477529
2016-03-08 ,125,3.539605824
2016-03-09 ,97.6,2.763724227
2016-03-10 ,89.4,2.531526085
2016-03-11 ,92.2,2.610813256
2016-03-12 ,89.6,2.537189455
2016-03-13 ,97.4,2.758060858
2016-03-14 ,92.5,2.61930831
2016-03-15 ,112,3.171486818
2016-03-16 ,144,4.077625909
2016-03-17 ,124,3.511288977
2016-03-18 ,111,3.143169972
2016-03-19 ,114,3.228120511
2016-03-20 ,127,3.596239517
2016-03-21 ,128,3.624556364
2016-03-22 ,125,3.539605824
2016-03-23 ,124,3.511288977
2016-03-24 ,134,3.794457443
2016-03-25 ,116,3.284754205
2016-03-26 ,95.1,2.692932111
2016-03-27 ,95.3,2.69859548
2016-03-28 ,95,2.690100426
2016-03-29 ,96,2.718417273
2016-03-30 ,99.9,2.828852975
2016-03-31 ,116,3.284754205
2016-04-01 ,105,2.973268892
2016-04-02 ,105,2.973268892
2016-04-03 ,99.6,2.820357921
2016-04-04 ,94.4,2.673110318
2016-04-05 ,95.5,2.70425885
2016-04-06 ,105,2.973268892
2016-04-07 ,95.2,2.695763796
2016-04-08 ,95.2,2.695763796
2016-04-09 ,90.2,2.554179563
2016-04-10 ,92.9,2.630635048
2016-04-11 ,89.4,2.531526085
2016-04-12 ,84.2,2.384278483
2016-04-13 ,114,3.228120511
2016-04-14 ,164,4.643962841
2016-04-15 ,167,4.728913381
2016-04-16 ,168,4.757230227
2016-04-17 ,167,4.728913381
2016-04-18 ,168,4.757230227
2016-04-19 ,173,4.89881446
2016-04-20 ,165,4.672279688
2016-04-21 ,170,4.813863921
2016-04-22 ,173,4.89881446
2016-04-23 ,171,4.842180767
2016-04-24 ,169,4.785547074
2016-04-25 ,173,4.89881446
2016-04-26 ,171,4.842180767
2016-04-27 ,169,4.785547074
2016-04-28 ,171,4.842180767
2016-04-29 ,161,4.559012301
2016-04-30 ,173,4.89881446
2016-05-01 ,165,4.672279688
2016-05-02 ,166,4.700596534
2016-05-03 ,171,4.842180767
2016-05-04 ,171,4.842180767
2016-05-05 ,168,4.757230227
2016-05-06 ,173,4.89881446
2016-05-07 ,174,4.927131307
2016-05-08 ,174,4.927131307
2016-05-09 ,173,4.89881446
2016-05-10 ,179,5.06871554
2016-05-11 ,169,4.785547074
2016-05-12 ,218,6.173072557
2016-05-13 ,244,6.909310568
2016-05-14 ,241,6.824360029
2016-05-15 ,234,6.626142103
2016-05-16 ,236,6.682775796
2016-05-17 ,239,6.767726335
2016-05-18 ,233,6.597825256
2016-05-19 ,237,6.711092642
2016-05-20 ,210,5.946537784
2016-05-21 ,185,5.23861662
2016-05-22 ,172,4.870497614
2016-05-23 ,139,3.936041676
2016-05-24 ,131,3.709506904
2016-05-25 ,132,3.73782375
2016-05-26 ,143,4.049309063
2016-05-27 ,139,3.936041676
2016-05-28 ,140,3.964358523
2016-05-29 ,130,3.681190057
2016-05-30 ,120,3.398021591
2016-05-31 ,107,3.029902585
2016-06-01 ,122,3.454655284
2016-06-02 ,124,3.511288977
2016-06-03 ,160,4.530695455
2016-06-04 ,151,4.275843835
2016-06-05 ,149,4.219210142
2016-06-06 ,148,4.190893296
2016-06-07 ,111,3.143169972
2016-06-08 ,66.7,1.888733668
2016-06-09 ,63.6,1.800951443
2016-06-10 ,49.2,1.393188852
2016-06-11 ,56.6,1.602733517
2016-06-12 ,51.2,1.449822546
2016-06-13 ,40.8,1.155327341
2016-06-14 ,46.5,1.316733367
2016-06-15 ,52.4,1.483802761
2016-06-16 ,42.7,1.209129349
2016-06-17 ,42.2,1.194970926
2016-06-18 ,51.7,1.463980969
2016-06-19 ,59.3,1.679189003
2016-06-20 ,54.5,1.543268139
2016-06-21 ,49.2,1.393188852
2016-06-22 ,49.5,1.401683906
2016-06-23 ,46,1.302574943
2016-06-24 ,49.9,1.413010645
2016-06-25 ,57.4,1.625386994
2016-06-26 ,115,3.256437358
2016-06-27 ,107,3.029902585
2016-06-28 ,109,3.086536279
2016-06-29 ,108,3.058219432
2016-06-30 ,112,3.171486818
2016-07-01 ,113,3.199803665
2016-07-02 ,124,3.511288977
2016-07-03 ,117,3.313071051
2016-07-04 ,125,3.539605824
2016-07-05 ,116,3.284754205
2016-07-06 ,136,3.851091137
2016-07-07 ,134,3.794457443
2016-07-08 ,129,3.65287321
2016-07-09 ,135,3.82277429
2016-07-10 ,135,3.82277429
2016-07-11 ,126,3.567922671
2016-07-12 ,98.9,2.800536128
2016-07-13 ,84.7,2.398436906
2016-07-14 ,90.2,2.554179563
2016-07-15 ,94.7,2.681605372
2016-07-16 ,99.2,2.809031182
2016-07-17 ,92.9,2.630635048
2016-07-18 ,68.7,1.945367361
2016-07-19 ,67,1.897228722
2016-07-20 ,66.1,1.87174356
2016-07-21 ,90.4,2.559842932
2016-07-22 ,76.5,2.166238764
2016-07-23 ,92.6,2.622139994
2016-07-24 ,87.3,2.472060707
2016-07-25 ,106,3.001585739
2016-07-26 ,123,3.482972131
2016-07-27 ,119,3.369704744
2016-07-28 ,115,3.256437358
2016-07-29 ,118,3.341387898
2016-07-30 ,120,3.398021591
2016-07-31 ,118,3.341387898
2016-08-01 ,110,3.114853125
2016-08-02 ,107,3.029902585
2016-08-03 ,107,3.029902585
2016-08-04 ,128,3.624556364
2016-08-05 ,131,3.709506904
2016-08-06 ,156,4.417428068
2016-08-07 ,152,4.304160682
2016-08-08 ,145,4.105942756
2016-08-09 ,143,4.049309063
2016-08-10 ,137,3.879407983
2016-08-11 ,136,3.851091137
2016-08-12 ,145,4.105942756
2016-08-13 ,140,3.964358523
2016-08-14 ,137,3.879407983
2016-08-15 ,127,3.596239517
2016-08-16 ,125,3.539605824
2016-08-17 ,129,3.65287321
2016-08-18 ,124,3.511288977
2016-08-19 ,147,4.162576449
2016-08-20 ,140,3.964358523
2016-08-21 ,129,3.65287321
2016-08-22 ,125,3.539605824
2016-08-23 ,125,3.539605824
2016-08-24 ,129,3.65287321
2016-08-25 ,119,3.369704744
2016-08-26 ,118,3.341387898
2016-08-27 ,133,3.766140597
2016-08-28 ,127,3.596239517
2016-08-29 ,123,3.482972131
2016-08-30 ,128,3.624556364
2016-08-31 ,129,3.65287321
2016-09-01 ,132,3.73782375
2016-09-02 ,133,3.766140597
2016-09-03 ,143,4.049309063
2016-09-04 ,145,4.105942756
2016-09-05 ,142,4.020992216
2016-09-06 ,135,3.82277429
2016-09-07 ,156,4.417428068
2016-09-08 ,168,4.757230227
2016-09-09 ,160,4.530695455
2016-09-10 ,158,4.474061762
2016-09-11 ,160,4.530695455
2016-09-12 ,156,4.417428068
2016-09-13 ,163,4.615645994
2016-09-14 ,158,4.474061762
2016-09-15 ,163,4.615645994
2016-09-16 ,173,4.89881446
2016-09-17 ,169,4.785547074
2016-09-18 ,175,4.955448154
2016-09-19 ,188,5.323567159
2016-09-20 ,175,4.955448154
2016-09-21 ,201,5.691686165
2016-09-22 ,189,5.351884006
2016-09-23 ,200,5.663369318
2016-09-24 ,216,6.116438864
2016-09-25 ,222,6.286339943
2016-09-26 ,221,6.258023097
2016-09-27 ,245,6.937627415
2016-09-28 ,267,7.56059804
2016-09-29 ,269,7.617231733
2016-09-30 ,272,7.702182273
2016-10-01 ,276,7.815449659
2016-10-02 ,275,7.787132813
2016-10-03 ,273,7.73049912
2016-10-04 ,277,7.843766506
2016-10-05 ,274,7.758815966
2016-10-06 ,273,7.73049912
2016-10-07 ,282,7.985350739
2016-10-08 ,275,7.787132813
2016-10-09 ,277,7.843766506
2016-10-10 ,278,7.872083353
2016-10-11 ,280,7.928717046
2016-10-12 ,288,8.155251818
2016-10-13 ,282,7.985350739
2016-10-14 ,282,7.985350739
2016-10-15 ,294,8.325152898
2016-10-16 ,307,8.693271904
2016-10-17 ,295,8.353469745
2016-10-18 ,294,8.325152898
2016-10-19 ,296,8.381786591
2016-10-20 ,297,8.410103438
2016-10-21 ,292,8.268519205
2016-10-22 ,293,8.296836051
2016-10-23 ,297,8.410103438
2016-10-24 ,297,8.410103438
2016-10-25 ,297,8.410103438
2016-10-26 ,330,9.344559375
2016-10-27 ,299,8.466737131
2016-10-28 ,304,8.608321364
2016-10-29 ,310,8.778222444
2016-10-30 ,307,8.693271904
2016-10-31 ,302,8.551687671
2016-11-01 ,311,8.80653929
2016-11-02 ,313,8.863172983
2016-11-03 ,308,8.72158875
2016-11-04 ,304,8.608321364
2016-11-05 ,312,8.834856137
2016-11-06 ,308,8.72158875
2016-11-07 ,306,8.664955057
2016-11-08 ,323,9.146341449
2016-11-09 ,339,9.599410995
2016-11-10 ,337,9.542777302
2016-11-11 ,336,9.514460455
2016-11-12 ,329,9.316242529
2016-11-13 ,328,9.287925682
2016-11-14 ,329,9.316242529
2016-11-15 ,330,9.344559375
2016-11-16 ,327,9.259608836
2016-11-17 ,325,9.202975142
2016-11-18 ,324,9.174658296
2016-11-19 ,315,8.919806676
2016-11-20 ,306,8.664955057
2016-11-21 ,305,8.636638211
2016-11-22 ,303,8.580004517
2016-11-23 ,305,8.636638211
2016-11-24 ,302,8.551687671
2016-11-25 ,302,8.551687671
2016-11-26 ,306,8.664955057
2016-11-27 ,304,8.608321364
2016-11-28 ,318,9.004757216
2016-11-29 ,305,8.636638211
2016-11-30 ,302,8.551687671
2016-12-01 ,303,8.580004517
2016-12-02 ,301,8.523370824
2016-12-03 ,298,8.438420284
2016-12-04 ,296,8.381786591
2016-12-05 ,298,8.438420284
2016-12-06 ,292,8.268519205
2016-12-07 ,280,7.928717046
2016-12-08 ,282,7.985350739
2016-12-09 ,281,7.957033892
2016-12-10 ,277,7.843766506
2016-12-11 ,276,7.815449659
2016-12-12 ,280,7.928717046
2016-12-13 ,259,7.334063267
2016-12-14 ,165,4.672279688
2016-12-15 ,134,3.794457443
2016-12-16 ,,
2016-12-17 ,262,7.419013807
2016-12-18 ,264,7.4756475
2016-12-19 ,264,7.4756475
2016-12-20 ,263,7.447330654
2016-12-21 ,265,7.503964347
2016-12-22 ,247,6.994261108
2016-12-23 ,174,4.927131307
2016-12-24 ,131,3.709506904
2016-12-25 ,151,4.275843835
2016-12-26 ,163,4.615645994
2016-12-27 ,152,4.304160682
2016-12-28 ,149,4.219210142
2016-12-29 ,149,4.219210142
2016-12-30 ,145,4.105942756
2016-12-31 ,142,4.020992216
2017-01-01 ,142,4.020992216
2017-01-02 ,140,3.964358523
2017-01-03 ,,
2017-01-04 ,,
2017-01-05 ,133,3.766140597
2017-01-06 ,134,3.794457443
2017-01-07 ,147,4.162576449
2017-01-08 ,130,3.681190057
2017-01-09 ,127,3.596239517
2017-01-10 ,149,4.219210142
2017-01-11 ,145,4.105942756
2017-01-12 ,144,4.077625909
2017-01-13 ,143,4.049309063
2017-01-14 ,145,4.105942756
2017-01-15 ,144,4.077625909
2017-01-16 ,153,4.332477529
2017-01-17 ,146,4.134259602
2017-01-18 ,148,4.190893296
2017-01-19 ,150,4.247526989
2017-01-20 ,157,4.445744915
2017-01-21 ,155,4.389111222
2017-01-22 ,154,4.360794375
2017-01-23 ,192,5.436834546
2017-01-24 ,218,6.173072557
2017-01-25 ,220,6.22970625
2017-01-26 ,218,6.173072557
2017-01-27 ,219,6.201389404
2017-01-28 ,218,6.173072557
2017-01-29 ,217,6.14475571
2017-01-30 ,223,6.31465679
2017-01-31 ,219,6.201389404
2017-02-01 ,218,6.173072557
2017-02-02 ,218,6.173072557
2017-02-03 ,216,6.116438864
2017-02-04 ,217,6.14475571
2017-02-05 ,216,6.116438864
2017-02-06 ,218,6.173072557
2017-02-07 ,222,6.286339943
2017-02-08 ,213,6.031488324
2017-02-09 ,213,6.031488324
2017-02-10 ,214,6.059805171
2017-02-11 ,213,6.031488324
2017-02-12 ,214,6.059805171
2017-02-13 ,212,6.003171478
2017-02-14 ,209,5.918220938
2017-02-15 ,211,5.974854631
2017-02-16 ,,
2017-02-17 ,213,6.031488324
2017-02-18 ,210,5.946537784
2017-02-19 ,213,6.031488324
2017-02-20 ,220,6.22970625
2017-02-21 ,217,6.14475571
2017-02-22 ,217,6.14475571
2017-02-23 ,219,6.201389404
2017-02-24 ,217,6.14475571
2017-02-25 ,208,5.889904091
2017-02-26 ,206,5.833270398
2017-02-27 ,211,5.974854631
2017-02-28 ,219,6.201389404
2017-03-01 ,221,6.258023097
2017-03-02 ,211,5.974854631
2017-03-03 ,243,6.880993722
2017-03-04 ,270,7.64554858
2017-03-05 ,270,7.64554858
2017-03-06 ,271,7.673865426
2017-03-07 ,273,7.73049912
2017-03-08 ,265,7.503964347
2017-03-09 ,259,7.334063267
2017-03-10 ,255,7.220795881
2017-03-11 ,257,7.277429574
2017-03-12 ,258,7.305746421
2017-03-13 ,260,7.362380114
2017-03-14 ,244,6.909310568
2017-03-15 ,232,6.569508409
2017-03-16 ,229,6.48455787
2017-03-17 ,228,6.456241023
2017-03-18 ,229,6.48455787
2017-03-19 ,231,6.541191563
2017-03-20 ,233,6.597825256
2017-03-21 ,238,6.739409489
2017-03-22 ,236,6.682775796
2017-03-23 ,242,6.852676875
2017-03-24 ,245,6.937627415
2017-03-25 ,246,6.965944262
2017-03-26 ,245,6.937627415
2017-03-27 ,240,6.796043182
2017-03-28 ,244,6.909310568
2017-03-29 ,246,6.965944262
2017-03-30 ,253,7.164162188
2017-03-31 ,243,6.880993722
2017-04-01 ,243,6.880993722
2017-04-02 ,243,6.880993722
2017-04-03 ,249,7.050894801
2017-04-04 ,271,7.673865426
2017-04-05 ,288,8.155251818
2017-04-06 ,286,8.098618125
2017-04-07 ,285,8.070301279
2017-04-08 ,287,8.126934972
2017-04-09 ,290,8.211885512
2017-04-10 ,286,8.098618125
2017-04-11 ,283,8.013667586
2017-04-12 ,284,8.041984432
2017-04-13 ,287,8.126934972
2017-04-14 ,287,8.126934972
2017-04-15 ,294,8.325152898
2017-04-16 ,291,8.240202358
2017-04-17 ,287,8.126934972
2017-04-18 ,285,8.070301279
2017-04-19 ,283,8.013667586
2017-04-20 ,289,8.183568665
2017-04-21 ,278,7.872083353
2017-04-22 ,275,7.787132813
2017-04-23 ,275,7.787132813
2017-04-24 ,275,7.787132813
2017-04-25 ,275,7.787132813
2017-04-26 ,285,8.070301279
2017-04-27 ,288,8.155251818
2017-04-28 ,279,7.900400199
2017-04-29 ,279,7.900400199
2017-04-30 ,283,8.013667586
2017-05-01 ,285,8.070301279
2017-05-02 ,277,7.843766506
2017-05-03 ,278,7.872083353
2017-05-04 ,278,7.872083353
2017-05-05 ,277,7.843766506
