Date,Mean_Daily_Discharge_cfs,Mean_Daily_Discharge_cms,Discharge_Scaled
2002-06-20,73.2,2.072793171,4.145586341
2002-06-21,57.4,1.625386994,3.250773989
2002-06-22,45.1,1.277089781,2.554179563
2002-06-23,61.3,1.735822696,3.471645392
2002-06-24,49,1.387525483,2.775050966
2002-06-25,33.9,0.959941099,1.919882199
2002-06-26,58.2,1.648040472,3.296080943
2002-06-27,48.8,1.381862114,2.763724227
2002-06-28,50.1,1.418674014,2.837348029
2002-06-29,38.2,1.08170354,2.16340708
2002-06-30,35.8,1.013743108,2.027486216
2002-07-01,38.3,1.084535224,2.169070449
2002-07-02,38.3,1.084535224,2.169070449
2002-07-03,38.3,1.084535224,2.169070449
2002-07-04,35,0.991089631,1.982179261
2002-07-05,39.5,1.11851544,2.237030881
2002-07-06,35,0.991089631,1.982179261
2002-07-07,32.5,0.920297514,1.840595028
2002-07-08,32.1,0.908970776,1.817941551
2002-07-09,62.4,1.766971227,3.533942455
2002-07-10,55.5,1.571584986,3.143169972
2002-07-11,33.7,0.95427773,1.90855546
2002-07-12,38,1.07604017,2.152080341
2002-07-13,43.4,1.228951142,2.457902284
2002-07-14,42.7,1.209129349,2.418258699
2002-07-15,38.9,1.101525332,2.203050665
2002-07-16,34.9,0.988257946,1.976515892
2002-07-17,45.2,1.279921466,2.559842932
2002-07-18,48.1,1.362040321,2.724080642
2002-07-19,34.3,0.971267838,1.942535676
2002-07-20,37.1,1.050555009,2.101110017
2002-07-21,26.5,0.750396435,1.500792869
2002-07-22,78.7,2.228535827,4.457071654
2002-07-23,49.2,1.393188852,2.786377705
2002-07-24,42.9,1.214792719,2.429585438
2002-07-25,42,1.189307557,2.378615114
2002-07-26,69.9,1.979347577,3.958695154
2002-07-27,38,1.07604017,2.152080341
2002-07-28,50.4,1.427169068,2.854338136
2002-07-29,58.1,1.645208787,3.290417574
2002-07-30,37.8,1.070376801,2.140753602
2002-07-31,36.9,1.044891639,2.089783278
2002-08-01,58.5,1.656535526,3.313071051
2002-08-02,39.7,1.12417881,2.248357619
2002-08-03,38.3,1.084535224,2.169070449
2002-08-04,50.3,1.424337384,2.848674767
2002-08-05,53.1,1.503624554,3.007249108
2002-08-06,38.2,1.08170354,2.16340708
2002-08-07,37.2,1.053386693,2.106773386
2002-08-08,39.1,1.107188702,2.214377403
2002-08-09,35.6,1.008079739,2.016159477
2002-08-10,34.7,0.982594577,1.965189153
2002-08-11,38.4,1.087366909,2.174733818
2002-08-12,36,1.019406477,2.038812955
2002-08-13,56.4,1.597070148,3.194140296
2002-08-14,29.3,0.829683605,1.65936721
2002-08-15,36.9,1.044891639,2.089783278
2002-08-16,56.5,1.599901832,3.199803665
2002-08-17,51.3,1.45265423,2.90530846
2002-08-18,51.5,1.458317599,2.916635199
2002-08-19,40.2,1.138337233,2.276674466
2002-08-20,34.7,0.982594577,1.965189153
2002-08-21,31.8,0.900475722,1.800951443
2002-08-22,76,2.152080341,4.304160682
2002-08-23,55.5,1.571584986,3.143169972
2002-08-24,39.5,1.11851544,2.237030881
2002-08-25,44.4,1.257267989,2.514535977
2002-08-26,37.6,1.064713432,2.129426864
2002-08-27,39.4,1.115683756,2.231367511
2002-08-28,32.8,0.928792568,1.857585136
2002-08-29,39.9,1.129842179,2.259684358
2002-08-30,37.6,1.064713432,2.129426864
2002-08-31,38.5,1.090198594,2.180397188
2002-09-01,26.8,0.758891489,1.517782977
2002-09-02,32.3,0.914634145,1.82926829
2002-09-03,75.2,2.129426864,4.258853727
2002-09-04,39.3,1.112852071,2.225704142
2002-09-05,32.2,0.91180246,1.823604921
2002-09-06,43.7,1.237446196,2.474892392
2002-09-07,42.8,1.211961034,2.423922068
2002-09-08,34.6,0.979762892,1.959525784
2002-09-09,34.5,0.976931207,1.953862415
2002-09-10,48.6,1.376198744,2.752397489
2002-09-11,36.9,1.044891639,2.089783278
2002-09-12,34.6,0.979762892,1.959525784
2002-09-13,36.6,1.036396585,2.072793171
2002-09-14,48.8,1.381862114,2.763724227
2002-09-15,35.8,1.013743108,2.027486216
2002-09-16,36.7,1.03922827,2.07845654
2002-09-17,39.4,1.115683756,2.231367511
2002-09-18,37.9,1.073208486,2.146416972
2002-09-19,42.5,1.20346598,2.40693196
2002-09-20,34.3,0.971267838,1.942535676
2002-09-21,64.8,1.834931659,3.669863318
2002-09-22,46.1,1.305406628,2.610813256
2002-09-23,20,0.566336932,1.132673864
